city,electoral_district,no,candidate,candidate_party,gender,age,homeplace,education_level,incumbent,elected
高雄市,第08選區,1,敖博勝,台灣民眾黨,male,43,高雄市,大學,False,False
新竹縣,第02選區,1,林碩彥,台灣民眾黨,male,43,高雄市,碩士,False,False
苗栗縣,第02選區,1,温俊勇,無黨籍及未經政黨推薦,male,43,新北市,碩士,False,False
高雄市,第05選區,1,李佳玲,台灣民眾黨,female,41,高雄市,大學,False,False
臺東縣,第01選區,1,張志明,中國國民黨,male,55,臺灣省,博士,False,False
宜蘭縣,第01選區,1,黃定和,無黨籍及未經政黨推薦,male,61,臺灣省,碩士,False,False
臺中市,第08選區,1,翁美春,民主進步黨,female,56,臺灣省,碩士,False,False
高雄市,第02選區,1,黃韻涵,中國國民黨,female,35,高雄市,碩士,False,False
南投縣,第01選區,1,馬文君,中國國民黨,female,54,臺灣省,碩士,True,True
新北市,第10選區,1,林金結,中國國民黨,male,51,臺灣省,碩士,False,False
新竹縣,第01選區,1,林為洲,中國國民黨,male,58,臺灣省,大學,True,True
彰化縣,第02選區,1,張瀚天,中國國民黨,male,51,臺灣省,碩士,False,False
南投縣,第02選區,1,許淑華,中國國民黨,female,44,臺灣省,碩士,True,True
桃園市,第06選區,1,陳學聖,中國國民黨,male,62,臺北市,碩士,True,False
高雄市,第07選區,1,李雅靜,中國國民黨,female,42,高雄市,碩士,False,False
雲林縣,第01選區,1,張嘉郡,中國國民黨,female,38,臺灣省,碩士,False,False
新北市,第06選區,1,張宏陸,民主進步黨,male,47,臺中市,碩士,True,True
彰化縣,第01選區,1,柯呈枋,中國國民黨,male,47,臺灣省,碩士,True,False
屏東縣,第01選區,1,葉壽山,中國國民黨,male,51,臺灣省,碩士,False,False
桃園市,第05選區,1,呂玉玲,中國國民黨,female,58,桃園市,碩士,True,True
新竹市,第01選區,1,鄭正鈐,中國國民黨,male,50,臺灣省,博士,False,True
新北市,第08選區,1,邱烽堯,中國國民黨,male,46,新北市,碩士,False,False
彰化縣,第03選區,1,謝衣鳯,中國國民黨,female,42,臺灣省,博士,False,True
桃園市,第01選區,1,陳根德,中國國民黨,male,63,桃園市,碩士,False,False
基隆市,第01選區,1,蔡適應,民主進步黨,male,46,臺北市,碩士,True,True
新北市,第05選區,1,蘇巧慧,民主進步黨,female,43,臺北市,碩士,True,True
臺中市,第01選區,1,蔡其昌,民主進步黨,male,50,臺中市,碩士,True,True
臺中市,第02選區,1,顏寬恒,中國國民黨,male,42,臺中市,碩士,True,False
桃園市,第02選區,1,黃世杰,民主進步黨,male,40,臺北市,碩士,False,True
高雄市,第04選區,1,林岱樺,民主進步黨,female,47,高雄市,碩士,True,True
臺北市,第02選區,1,何志偉,民主進步黨,male,37,其他國家,碩士,True,True
新北市,第02選區,1,林淑芬,民主進步黨,female,46,臺灣省,碩士,True,True
臺中市,第07選區,1,何欣純,民主進步黨,female,46,臺中市,碩士,True,True
臺中市,第03選區,2,宋柏澄,台澎黨,male,24,臺中市,高中(職),False,False
高雄市,第07選區,2,吳青木,台澎黨,male,71,臺灣省,高中(職),False,False
臺北市,第02選區,2,郭啟源,中華統一促進黨,male,46,新北市,其他,False,False
金門縣,第01選區,2,許丕肯,中華新住民黨,male,54,金馬地區,大學,False,False
臺南市,第04選區,2,温米樂,圓黨,male,59,高雄市,專科,False,False
新北市,第06選區,2,陳玉鳳,中國和平統一黨,female,47,臺灣省,大學,False,False
新北市,第04選區,2,葉宏仁,一邊一國行動黨,male,63,新北市,高中(職),False,False
連江縣,第01選區,2,李問,民主進步黨,male,30,臺灣省,碩士,False,False
新北市,第08選區,2,蔡宗霖,一邊一國行動黨,male,67,臺南市,專科,False,False
高雄市,第06選區,2,林鴻正,喜樂島聯盟,male,52,高雄市,專科,False,False
臺北市,第06選區,2,楊攸凱,無黨籍及未經政黨推薦,male,32,高雄市,碩士,False,False
南投縣,第02選區,2,謝福全,宗教聯盟,male,68,臺灣省,碩士,False,False
新竹縣,第01選區,2,劉復嵐,無黨籍及未經政黨推薦,male,45,臺灣省,大學,False,False
高雄市,第03選區,2,湯金全,無黨籍及未經政黨推薦,male,73,臺南市,碩士,False,False
新北市,第11選區,2,臧汝興,勞動黨,male,55,其他國家,大學,False,False
桃園市,第05選區,2,劉芳萍,勞動黨,female,63,臺北市,大學,False,False
彰化縣,第04選區,2,洪祐輔,無黨籍及未經政黨推薦,male,78,臺灣省,大學,False,False
新北市,第12選區,2,張志偉,綠黨,male,35,臺北市,大學,False,False
新北市,第09選區,2,林聲洲,勞動黨,male,45,新北市,大學,False,False
桃園市,第04選區,2,李中,勞動黨,female,42,臺北市,大學,False,False
新北市,第02選區,2,龍大智,合一行動聯盟,male,56,臺灣省,高中(職)以下,False,False
新北市,第01選區,2,陳昭宏,無黨籍及未經政黨推薦,male,39,臺灣省,大學,False,False
嘉義縣,第02選區,2,許韶珍,喜樂島聯盟,female,50,臺灣省,碩士,False,False
臺中市,第04選區,2,陳志彬,無黨籍及未經政黨推薦,male,41,臺中市,碩士,False,False
臺中市,第07選區,2,蔣祖棋,司法正義黨,male,59,臺北市,碩士,False,False
臺東縣,第01選區,2,陳允萍,台灣民眾黨,male,50,臺灣省,碩士,False,False
桃園市,第02選區,2,吳文凱,台灣維新,male,39,桃園市,大學,False,False
新竹縣,第02選區,2,陳冠宇,綠黨,male,29,臺灣省,大學,False,False
嘉義市,第01選區,2,凌子楚,無黨籍及未經政黨推薦,male,54,臺灣省,碩士,False,False
臺北市,第08選區,2,華珮君,台灣動物保護黨,female,31,臺北市,大學,False,False
彰化縣,第03選區,2,楊麗香,無黨籍及未經政黨推薦,female,55,臺灣省,專科,False,False
臺南市,第01選區,2,顏耀星,台灣民眾黨,male,61,臺南市,碩士,False,False
臺南市,第05選區,2,林義豐,無黨籍及未經政黨推薦,male,71,臺南市,碩士,False,False
高雄市,第04選區,2,黃兆呈,台灣維新,male,64,高雄市,大學,False,False
臺北市,第07選區,2,蔡宜芳,台灣民眾黨,female,29,高雄市,碩士,False,False
臺北市,第05選區,2,徐立信,無黨籍及未經政黨推薦,male,44,臺中市,碩士,False,False
澎湖縣,第01選區,2,歐中慨,中國國民黨,male,61,臺灣省,專科,False,False
臺中市,第01選區,2,林佳新,中國國民黨,male,36,臺灣省,高中(職)以下,False,False
苗栗縣,第02選區,2,徐定禎,民主進步黨,male,58,臺灣省,大學,False,False
臺南市,第03選區,2,童小芸,中國國民黨,female,48,高雄市,碩士,False,False
高雄市,第01選區,2,王齡嬌,中國國民黨,female,53,高雄市,碩士,False,False
嘉義縣,第01選區,2,王啓澧,中國國民黨,male,55,臺灣省,大學,False,False
花蓮縣,第01選區,2,蕭美琴,民主進步黨,female,48,其他國家,碩士,True,False
苗栗縣,第01選區,2,羅貴星,民主進步黨,male,58,臺灣省,博士,False,False
南投縣,第01選區,2,蔡培慧,民主進步黨,female,48,臺灣省,博士,True,False
新北市,第03選區,2,李翁月娥,無黨籍及未經政黨推薦,female,61,新北市,高中(職),False,False
臺南市,第02選區,2,李武龍,中國國民黨,male,43,高雄市,大學,False,False
新北市,第07選區,2,柯志恩,中國國民黨,female,57,臺灣省,博士,True,False
臺南市,第06選區,2,洪秀柱,中國國民黨,female,71,臺北市,碩士,False,False
新北市,第05選區,2,黃志雄,中國國民黨,male,43,新北市,博士,False,False
新竹市,第01選區,2,鄭宏輝,民主進步黨,male,50,臺灣省,碩士,False,False
彰化縣,第02選區,2,黃秀芳,民主進步黨,female,48,臺灣省,大學,True,True
高雄市,第08選區,2,陳麗娜,中國國民黨,female,49,臺灣省,碩士,False,False
基隆市,第01選區,2,宋瑋莉,中國國民黨,female,62,臺灣省,碩士,False,False
屏東縣,第02選區,2,周佳琪,中國國民黨,female,36,臺灣省,碩士,False,False
高雄市,第05選區,2,黃柏霖,中國國民黨,male,52,高雄市,博士,False,False
新北市,第10選區,2,吳琪銘,民主進步黨,male,56,臺灣省,碩士,True,True
臺中市,第08選區,2,江啟臣,中國國民黨,male,47,臺中市,博士,True,True
雲林縣,第01選區,2,蘇治芬,民主進步黨,female,66,臺灣省,碩士,True,True
彰化縣,第01選區,2,陳秀寳,民主進步黨,female,47,臺灣省,大學,False,True
臺北市,第03選區,2,吳怡農,民主進步黨,male,39,其他國家,大學,False,False
桃園市,第03選區,2,魯明哲,中國國民黨,male,56,臺北市,碩士,False,True
桃園市,第01選區,2,鄭運鵬,民主進步黨,male,46,臺北市,大學,True,True
臺北市,第01選區,2,吳思瑤,民主進步黨,female,45,新北市,碩士,True,True
臺中市,第02選區,2,陳柏惟,台灣基進,male,34,高雄市,大學,False,True
臺中市,第06選區,2,黃國書,民主進步黨,male,55,臺灣省,碩士,True,True
臺中市,第05選區,2,莊競程,民主進步黨,male,39,臺中市,博士,False,True
桃園市,第06選區,2,趙正宇,無黨籍及未經政黨推薦,male,53,桃園市,碩士,True,True
臺北市,第04選區,2,李彥秀,中國國民黨,female,48,臺北市,大學,True,False
雲林縣,第02選區,2,劉建國,民主進步黨,male,50,臺灣省,碩士,True,True
屏東縣,第01選區,2,鍾佳濱,民主進步黨,male,54,高雄市,碩士,True,True
宜蘭縣,第01選區,2,陳歐珀,民主進步黨,male,57,臺灣省,碩士,True,True
高雄市,第02選區,2,邱志偉,民主進步黨,male,47,臺灣省,博士,True,True
新北市,第07選區,3,連石磊,台灣工黨,male,71,臺北市,高中(職),False,False
臺北市,第04選區,3,文祥志,宗教聯盟,male,61,臺灣省,高中(職),False,False
高雄市,第03選區,3,李郭秋蘭,宗教聯盟,female,69,高雄市,高中(職)以下,False,False
臺北市,第02選區,3,巫超勝,宗教聯盟,male,73,臺灣省,高中(職),False,False
臺東縣,第01選區,3,張坤和,無黨籍及未經政黨推薦,male,66,臺灣省,大學,False,False
新北市,第03選區,3,李崇威,無黨籍及未經政黨推薦,male,64,其他省市,專科,False,False
桃園市,第03選區,3,李奇峰,宗教聯盟,male,30,新北市,碩士,False,False
高雄市,第06選區,3,劉仙娥,勞動黨,female,45,臺南市,大學,False,False
桃園市,第02選區,3,陳志豪,中華統一促進黨,male,41,臺灣省,高中(職),False,False
雲林縣,第02選區,3,張永津,喜樂島聯盟,male,48,臺中市,大學,False,False
彰化縣,第03選區,3,劉銀鬃,台澎黨,male,65,臺灣省,大學,False,False
臺北市,第03選區,3,田方宇,安定力量,male,55,臺北市,大學,False,False
臺南市,第06選區,3,唐宇姮,台澎黨,female,46,臺南市,專科,False,False
臺北市,第08選區,3,彭子軒,無黨籍及未經政黨推薦,male,37,臺北市,大學,False,False
臺中市,第07選區,3,林培基,一邊一國行動黨,male,69,臺中市,專科,False,False
桃園市,第04選區,3,吳清江,合一行動聯盟,female,56,桃園市,大學,False,False
新北市,第12選區,3,周武榮,無黨籍及未經政黨推薦,male,51,新北市,碩士,False,False
宜蘭縣,第01選區,3,許育嘉,勞動黨,male,46,臺灣省,博士,False,False
臺南市,第04選區,3,林志文,一邊一國行動黨,male,47,臺南市,碩士,False,False
新北市,第05選區,3,徐金菊,中華照生黨,female,43,其他省市,高中(職),False,False
桃園市,第01選區,3,楊淂鉉,無黨籍及未經政黨推薦,male,27,新北市,大學,False,False
嘉義縣,第01選區,3,黃奕瑄,中華統一促進黨,female,48,臺灣省,大學,False,False
臺中市,第08選區,3,朱智德,台灣維新,male,27,臺北市,大學,False,False
屏東縣,第01選區,3,黃冬輝,無黨籍及未經政黨推薦,male,60,臺灣省,大學,False,False
苗栗縣,第02選區,3,曾宛菁,中華統一促進黨,female,34,臺灣省,高中(職),False,False
高雄市,第02選區,3,李柏融,台灣維新,male,70,高雄市,高中(職),False,False
連江縣,第01選區,3,陳雪生,中國國民黨,male,67,金馬地區,專科,True,True
新北市,第08選區,3,李國憲,安定力量,male,50,新北市,大學,False,False
雲林縣,第01選區,3,林富源,無黨籍及未經政黨推薦,male,48,臺灣省,高中(職)以下,False,False
彰化縣,第04選區,3,蕭翠瑩,綠黨,female,37,臺灣省,碩士,False,False
臺中市,第06選區,3,吳光中,親民黨,male,56,臺中市,大學,False,False
新北市,第06選區,3,石人仁,親民黨,male,60,臺北市,其他,False,False
南投縣,第02選區,3,吳承叡,台灣基進,male,24,臺中市,大學,False,False
新竹市,第01選區,3,廖蓓瑩,國會政黨聯盟,female,45,臺北市,大學,False,False
臺中市,第01選區,3,黃朝淵,親民黨,male,46,臺中市,大學,False,False
臺北市,第01選區,3,李婉鈺,一邊一國行動黨,female,47,臺北市,博士,False,False
新竹縣,第01選區,3,余筱菁,綠黨,female,39,臺灣省,碩士,False,False
金門縣,第01選區,3,陳滄江,無黨籍及未經政黨推薦,male,64,金馬地區,博士,False,False
高雄市,第04選區,3,周凱崙,無黨籍及未經政黨推薦,male,36,臺北市,大學,False,False
基隆市,第01選區,3,張耿輝,無黨籍及未經政黨推薦,male,58,臺灣省,高中(職),False,False
桃園市,第05選區,3,張誠,國會政黨聯盟,male,59,臺北市,博士,False,False
嘉義市,第01選區,3,戴寧,無黨籍及未經政黨推薦,female,37,臺灣省,碩士,False,False
苗栗縣,第01選區,3,朱哲成,台灣民眾黨,male,30,臺北市,大學,False,False
花蓮縣,第01選區,3,黃啓嘉,中國國民黨,male,53,臺北市,碩士,False,False
新北市,第01選區,3,張衞航,時代力量,male,43,臺北市,碩士,False,False
彰化縣,第02選區,3,黄玉芬,無黨籍及未經政黨推薦,female,37,臺灣省,碩士,False,False
澎湖縣,第01選區,3,楊曜,民主進步黨,male,53,臺灣省,大學,True,True
新北市,第10選區,3,李縉穎,無黨籍及未經政黨推薦,male,34,臺北市,碩士,False,False
新竹縣,第02選區,3,林思銘,中國國民黨,male,53,臺灣省,大學,False,True
嘉義縣,第02選區,3,林國慶,無黨籍及未經政黨推薦,male,54,臺灣省,高中(職),False,False
新北市,第09選區,3,蔡沐霖,民主進步黨,male,36,臺北市,碩士,False,False
臺北市,第05選區,3,林郁方,中國國民黨,male,68,高雄市,博士,False,False
新北市,第02選區,3,黃桂蘭,中國國民黨,female,62,臺灣省,碩士,False,False
臺北市,第07選區,3,費鴻泰,中國國民黨,male,65,臺北市,博士,True,True
臺中市,第03選區,3,洪慈庸,無黨籍及未經政黨推薦,female,37,臺中市,大學,True,False
高雄市,第01選區,3,邱議瑩,民主進步黨,female,48,臺灣省,碩士,True,True
臺北市,第06選區,3,林奕華,中國國民黨,female,51,臺中市,碩士,True,True
臺中市,第04選區,3,黃馨慧,中國國民黨,female,63,臺中市,碩士,False,False
臺南市,第01選區,3,賴惠員,民主進步黨,female,58,臺灣省,碩士,False,True
屏東縣,第02選區,3,蘇震清,無黨籍及未經政黨推薦,male,54,臺灣省,碩士,True,True
臺中市,第05選區,3,沈智慧,中國國民黨,female,62,臺中市,大學,True,False
臺南市,第05選區,3,林俊憲,民主進步黨,male,54,臺南市,碩士,True,True
高雄市,第07選區,3,許智傑,民主進步黨,male,53,臺灣省,碩士,True,True
新北市,第04選區,3,吳秉叡,民主進步黨,male,53,臺灣省,碩士,True,True
臺南市,第02選區,3,郭國文,民主進步黨,male,52,臺南市,博士,True,True
高雄市,第05選區,3,李昆澤,民主進步黨,male,55,臺灣省,碩士,True,True
新北市,第11選區,3,羅明才,中國國民黨,male,52,臺灣省,碩士,True,True
高雄市,第08選區,3,賴瑞隆,民主進步黨,male,46,臺灣省,碩士,True,True
臺南市,第03選區,3,陳亭妃,民主進步黨,female,45,臺南市,博士,True,True
連江縣,第01選區,4,李克焜,國會政黨聯盟,male,66,臺中市,專科,False,False
金門縣,第01選區,4,林志錦,無黨籍及未經政黨推薦,male,47,金馬地區,大學,False,False
臺北市,第05選區,4,盧憲孚,無黨籍及未經政黨推薦,male,55,臺北市,大學,False,False
高雄市,第06選區,4,周金榜,無黨籍及未經政黨推薦,male,65,臺灣省,專科,False,False
新北市,第10選區,4,劉瑞娜,無黨籍及未經政黨推薦,female,60,新北市,專科,False,False
臺中市,第04選區,4,楊書銘,國會政黨聯盟,male,35,臺中市,專科,False,False
高雄市,第04選區,4,孫蓬逸,台澎黨,male,64,高雄市,其他,False,False
臺中市,第06選區,4,洪偉富,宗教聯盟,male,59,臺灣省,大學,False,False
臺中市,第05選區,4,彭振芳,臺灣前進黨,male,55,臺中市,專科,False,False
新北市,第08選區,4,許惠珍,天宙和平統一家庭黨,female,67,臺灣省,高中(職),False,False
新北市,第01選區,4,張立蔭,無黨籍及未經政黨推薦,male,52,臺南市,碩士,False,False
臺南市,第01選區,4,蔡承攸,合一行動聯盟,male,32,臺北市,高中(職),False,False
臺中市,第08選區,4,劉星龍,無黨籍及未經政黨推薦,male,39,臺中市,高中(職),False,False
臺北市,第06選區,4,蕭瑞麟,無黨籍及未經政黨推薦,male,64,臺灣省,大學,False,False
花蓮縣,第01選區,4,許願神,臺灣前進黨,male,65,臺灣省,專科,False,False
臺北市,第01選區,4,孫士堅,合一行動聯盟,male,60,臺北市,專科,False,False
南投縣,第02選區,4,傅文佐,合一行動聯盟,male,44,臺中市,其他,False,False
桃園市,第02選區,4,張馨云,台澎黨,female,50,桃園市,大學,False,False
高雄市,第07選區,4,葉鳳強,無黨籍及未經政黨推薦,male,45,高雄市,碩士,False,False
新北市,第04選區,4,黃博仁,勞動黨,male,55,臺灣省,高中(職),False,False
新北市,第07選區,4,黃足貞,無黨籍及未經政黨推薦,female,50,臺北市,專科,False,False
新竹市,第01選區,4,王榮德,無黨籍及未經政黨推薦,male,66,臺灣省,專科,False,False
屏東縣,第02選區,4,何秋葺,台灣工黨,female,49,臺灣省,高中(職),False,False
臺北市,第02選區,4,陳民乾,一邊一國行動黨,male,58,臺北市,專科,False,False
嘉義市,第01選區,4,黃宏成台灣阿成世界偉人財神總統,無黨籍及未經政黨推薦,male,51,桃園市,大學,False,False
高雄市,第03選區,4,莊于萱,喜樂島聯盟,female,34,高雄市,大學,False,False
嘉義縣,第02選區,4,簡明廉,無黨籍及未經政黨推薦,male,58,臺灣省,高中(職),False,False
臺北市,第04選區,4,錢一凡,安定力量,male,55,臺北市,大學,False,False
宜蘭縣,第01選區,4,林獻山,台灣維新,male,61,臺灣省,博士,False,False
苗栗縣,第02選區,4,林名哲,勞動黨,male,35,臺南市,碩士,False,False
高雄市,第08選區,4,蔡媽福,宗教聯盟,male,70,臺灣省,高中(職),False,False
臺北市,第08選區,4,柯士翎,綠黨,male,30,高雄市,大學,False,False
雲林縣,第01選區,4,李昭儀,台灣革命黨,female,34,臺北市,大學,False,False
桃園市,第05選區,4,易乃文,無黨籍及未經政黨推薦,male,57,桃園市,博士,False,False
臺南市,第03選區,4,鄧秀寶,親民黨,female,59,桃園市,專科,False,False
高雄市,第01選區,4,黃綉晶,親民黨,female,47,高雄市,專科,False,False
新北市,第11選區,4,李欣翰,台灣基進,male,34,高雄市,大學,False,False
新竹縣,第01選區,4,吳旭智,國會政黨聯盟,male,43,臺灣省,博士,False,False
臺中市,第03選區,4,張睿倉,台灣民眾黨,male,35,臺中市,大學,False,False
基隆市,第01選區,4,楊石城,國會政黨聯盟,male,57,臺灣省,大學,False,False
桃園市,第01選區,4,陳泓維,台灣民眾黨,male,32,桃園市,高中(職),False,False
屏東縣,第01選區,4,蔣月惠,無黨籍及未經政黨推薦,female,60,臺灣省,專科,False,False
新北市,第03選區,4,李旻蔚,台灣民眾黨,female,31,臺北市,大學,False,False
臺東縣,第01選區,4,劉櫂豪,民主進步黨,male,52,臺灣省,大學,True,True
新竹縣,第02選區,4,鄭朝方,民主進步黨,male,39,臺灣省,大學,False,False
臺南市,第05選區,4,蔡淑惠,中國國民黨,female,52,臺南市,大學,False,False
新北市,第06選區,4,林國春,中國國民黨,male,51,金馬地區,碩士,False,False
臺南市,第04選區,4,林燕祝,中國國民黨,female,54,臺南市,碩士,False,False
苗栗縣,第01選區,4,陳超明,中國國民黨,male,68,臺灣省,大學,True,True
臺北市,第07選區,4,許淑華,民主進步黨,female,46,臺灣省,碩士,False,False
臺中市,第07選區,4,莊子富,中國國民黨,male,48,臺中市,大學,False,False
嘉義縣,第01選區,4,蔡易餘,民主進步黨,male,38,臺灣省,大學,True,True
新北市,第12選區,4,李永萍,中國國民黨,female,55,臺中市,碩士,False,False
雲林縣,第02選區,4,謝淑亞,中國國民黨,female,59,臺灣省,碩士,False,False
彰化縣,第03選區,4,洪宗熠,民主進步黨,male,50,臺灣省,碩士,True,False
桃園市,第03選區,4,彭俊豪,民主進步黨,male,37,桃園市,碩士,False,False
新北市,第09選區,4,林德福,中國國民黨,male,66,新北市,高中(職),True,True
桃園市,第04選區,4,萬美玲,中國國民黨,female,50,臺北市,大學,False,True
彰化縣,第04選區,4,陳素月,民主進步黨,female,53,臺灣省,碩士,True,True
臺北市,第03選區,4,蔣萬安,中國國民黨,male,41,臺北市,博士,True,True
臺南市,第06選區,4,王定宇,民主進步黨,male,50,高雄市,博士,True,True
花蓮縣,第01選區,5,曹純明,中華統一促進黨,male,45,臺灣省,高中(職)以下,False,False
連江縣,第01選區,5,王長明,無黨籍及未經政黨推薦,male,61,金馬地區,高中(職)以下,False,False
臺中市,第05選區,5,苗豐隆,無黨籍及未經政黨推薦,male,57,臺灣省,碩士,False,False
屏東縣,第01選區,5,秦鴻明,無黨籍及未經政黨推薦,male,52,臺灣省,高中(職),False,False
臺北市,第07選區,5,蘇伊文,言論自由聯盟,female,63,臺中市,博士,False,False
新北市,第12選區,5,張依維,中華統一促進黨,female,44,其他省市,高中(職),False,False
臺中市,第03選區,5,張烱春,喜樂島聯盟,male,54,臺中市,專科,False,False
臺南市,第01選區,5,蘇志仁,宗教聯盟,male,61,臺南市,專科,False,False
高雄市,第03選區,5,鄭品娟,國會政黨聯盟,female,62,高雄市,專科,False,False
新北市,第03選區,5,蘇卿彥,無黨籍及未經政黨推薦,male,80,新北市,博士,False,False
新北市,第11選區,5,胡大剛,中華統一促進黨,male,63,臺中市,高中(職),False,False
臺北市,第05選區,5,邱一峰,一邊一國行動黨,male,67,臺南市,碩士,False,False
桃園市,第01選區,5,沈育和,一邊一國行動黨,male,56,臺南市,高中(職)以下,False,False
屏東縣,第02選區,5,何麗莉,中華統一促進黨,female,53,高雄市,高中(職),False,False
臺南市,第04選區,5,林淑娟,宗教聯盟,female,48,臺南市,大學,False,False
臺北市,第06選區,5,羅世晧,勞動黨,male,37,臺灣省,大學,False,False
新北市,第09選區,5,楊智淵,一邊一國行動黨,male,29,臺中市,大學,False,False
苗栗縣,第01選區,5,朱英濠,無黨籍及未經政黨推薦,male,59,桃園市,碩士,False,False
新竹縣,第02選區,5,黃秀龍,無黨籍及未經政黨推薦,male,59,臺灣省,高中(職),False,False
新北市,第10選區,5,曾怡晴,合一行動聯盟,female,40,桃園市,大學,False,False
金門縣,第01選區,5,洪正,台灣基進,male,28,高雄市,大學,False,False
臺北市,第01選區,5,賴宗育,人民民主黨,male,41,臺灣省,大學,False,False
臺中市,第07選區,5,傅若怡,合一行動聯盟,female,50,臺中市,碩士,False,False
苗栗縣,第02選區,5,林昱同,台灣基進,male,36,臺北市,大學,False,False
臺南市,第06選區,5,翁語含,台灣維新,female,46,臺南市,高中(職),False,False
新北市,第04選區,5,王斯儀,國會政黨聯盟,female,57,臺灣省,大學,False,False
新北市,第01選區,5,余長欣,綠黨,male,42,臺灣省,碩士,False,False
高雄市,第06選區,5,吳佩蓉,無黨籍及未經政黨推薦,female,43,高雄市,碩士,False,False
臺南市,第05選區,5,陳致曉,無黨籍及未經政黨推薦,male,52,臺南市,博士,False,False
高雄市,第01選區,5,羅鼎城,台灣民眾黨,male,43,高雄市,碩士,False,False
臺中市,第04選區,5,張渝江,台灣民眾黨,male,47,臺南市,碩士,False,False
高雄市,第07選區,5,陳惠敏,時代力量,female,47,高雄市,博士,False,False
桃園市,第03選區,5,林佳瑋,時代力量,female,33,臺灣省,碩士,False,False
新北市,第07選區,5,吳達偉,台灣民眾黨,male,35,臺南市,碩士,False,False
嘉義市,第01選區,5,傅大偉,中國國民黨,male,56,臺灣省,碩士,False,False
新竹縣,第01選區,5,周江杰,民主進步黨,male,39,臺灣省,碩士,False,False
高雄市,第04選區,5,徐慶煌,中國國民黨,male,43,高雄市,碩士,False,False
