city,electoral_district,no,candidate,candidate_party,gender,age,homeplace,education_level,incumbent,elected
高雄市,第02選區,2,黃韻涵,中國國民黨,female,32,高雄市,大學,False,False
高雄市,第02選區,3,黃金玲,中華統一促進黨,female,57,高雄市,其他,False,False
高雄市,第02選區,4,李柏融,樹黨,male,66,高雄市,其他,False,False
高雄市,第02選區,5,曾盈豐,自由台灣黨,male,46,高雄市,高中,False,False
高雄市,第03選區,1,梁蓓禎,信心希望聯盟,female,35,高雄市,碩士,False,False
高雄市,第03選區,2,柳淑芳,無黨籍及未經政黨推薦,female,55,高雄市,高中,False,False
高雄市,第03選區,3,張顯耀,中國國民黨,male,52,臺灣省,博士,False,False
高雄市,第03選區,4,劉世芳,民主進步黨,female,56,臺北市,碩士,False,True
高雄市,第03選區,5,莊明憲,大愛憲改聯盟,male,44,高雄市,大學,False,False
高雄市,第04選區,1,郭倫豪,中國國民黨,male,40,高雄市,碩士,False,False
高雄市,第04選區,2,林俊揚,中華統一促進黨,male,27,高雄市,其他,False,False
高雄市,第04選區,3,林岱樺,民主進步黨,female,43,高雄市,碩士,True,True
高雄市,第05選區,1,蔡金晏,中國國民黨,male,37,高雄市,博士,False,False
高雄市,第05選區,2,管碧玲,民主進步黨,female,59,臺中市,博士,True,True
高雄市,第05選區,3,楊宗穎,和平鴿聯盟黨,male,37,高雄市,專科,False,False
高雄市,第05選區,4,王新昌,軍公教聯盟黨,male,54,高雄市,大學,False,False
高雄市,第06選區,1,黃柏霖,中國國民黨,male,48,高雄市,碩士,False,False
高雄市,第06選區,2,李昆澤,民主進步黨,male,51,臺灣省,碩士,True,True
高雄市,第06選區,3,楊翰奇,和平鴿聯盟黨,male,33,高雄市,高中,False,False
高雄市,第07選區,1,趙天麟,民主進步黨,male,42,臺北市,碩士,True,True
高雄市,第07選區,2,陳素莉,和平鴿聯盟黨,female,55,臺灣省,其他,False,False
高雄市,第07選區,3,莊啟旺,中國國民黨,male,61,高雄市,碩士,False,False
高雄市,第07選區,4,陳惠敏,時代力量,female,43,高雄市,博士,False,False
高雄市,第07選區,5,林景元,無黨籍及未經政黨推薦,male,90,高雄市,專科,False,False
高雄市,第08選區,1,劉義雄,軍公教聯盟黨,male,71,高雄市,專科,False,False
高雄市,第08選區,2,張育華,人民民主陣線,female,51,高雄市,碩士,False,False
高雄市,第08選區,3,陳函谷,時代力量,female,38,高雄市,大學,False,False
高雄市,第08選區,4,黃璽文,中國國民黨,male,43,高雄市,高中,False,False
高雄市,第08選區,5,馬凱妮,社會福利黨,female,43,高雄市,大學,False,False
高雄市,第08選區,6,汪婷萱,中華統一促進黨,female,27,高雄市,其他,False,False
高雄市,第08選區,7,許智傑,民主進步黨,male,50,臺灣省,碩士,True,True
高雄市,第09選區,1,林宗彥,民國黨,male,38,臺灣省,博士,False,False
高雄市,第09選區,2,賴瑞隆,民主進步黨,male,42,臺灣省,碩士,False,True
高雄市,第09選區,3,林國正,中國國民黨,male,49,臺中市,碩士,True,False
高雄市,第09選區,4,蔡媽福,中華統一促進黨,male,66,臺灣省,高中,False,False
新竹縣,第01選區,1,林為洲,中國國民黨,male,54,臺灣省,大學,False,True
新竹縣,第01選區,2,黃秀龍,無黨籍及未經政黨推薦,male,55,臺灣省,高中,False,False
新竹縣,第01選區,3,鄭永金,無黨籍及未經政黨推薦,male,66,臺灣省,碩士,False,False
新竹縣,第01選區,4,范振揆,中華統一促進黨,male,44,臺灣省,大學,False,False
新竹縣,第01選區,5,蘇雯英,健保免費連線,female,53,臺灣省,碩士,False,False
新竹縣,第01選區,6,李宗華,軍公教聯盟黨,male,36,新北市,高中,False,False
新竹縣,第01選區,7,卓恩宗,信心希望聯盟,male,41,臺灣省,碩士,False,False
新竹縣,第01選區,8,邱靖雅,民國黨,female,43,新北市,碩士,False,False
苗栗縣,第01選區,1,杜文卿,民主進步黨,male,61,臺灣省,大學,False,False
苗栗縣,第01選區,2,康世儒,民國黨,male,52,臺灣省,專科,False,False
苗栗縣,第01選區,3,黃玉燕,無黨籍及未經政黨推薦,female,55,臺灣省,高中,False,False
苗栗縣,第01選區,4,陳超明,中國國民黨,male,64,臺灣省,大學,True,True
苗栗縣,第01選區,5,林一方,自由台灣黨,male,50,臺灣省,其他,False,False
苗栗縣,第02選區,1,戴文祥,無黨籍及未經政黨推薦,male,48,臺灣省,大學,False,False
苗栗縣,第02選區,2,徐志榮,中國國民黨,male,60,臺灣省,高中,True,True
苗栗縣,第02選區,3,周書涵,無黨籍及未經政黨推薦,female,29,桃園市,大學,False,False
